Issue key,Issue id,Assignee,Status,Created,Labels,Labels,Labels,Labels,Issue Type,Resolved,Custom field (SLA дата наступления просрочки),Description,Custom field (description ),Custom field (Количество обращений),Custom field (Команда устраняющая проблему)
ADIRINC-1386,3986759,U_M1QX4,Закрыт,28.11.2023 16:57,,,,,Дефект промсреды,24.05.2024 14:13,2024-01-17 00:00:00.0,"Добрый день!

Проблема в отображении чистого остатка в ВТ не совпадает с остатком в Админе. Клиент направил скриншот, где отображается остаток в 999 рублей, хотя суммы такой нет на счете.

Обратился клиент AKVCZW 1443259-000 Червенков Виталий Николаевич
Но проблема воспроизводится и у меня 1416416 AR7ISH 
Некорректное отображение баланса только у первого гс (1416416), также как и у клиента
У второго гс 7506890 позиция отображается корректная ",,2.0,НТФ (ЛК)
ADIRINC-1385,3984939,U_M1FE1,Закрыт,28.11.2023 13:14,ОТЭИСФЛ,,,,Дефект промсреды,16.02.2024 14:55,2024-02-29 00:00:00.0,"По некоторым инструментам (пример: RU000A0JXNU8, RU0009046452) отображается некорректная/устаревшая информация в разделе ""Показатели""

Статья сервиса: [https://confluence.moscow.alfaintra.net/pages/viewpage.action?pageId=676758805]

На примере вышеуказанных инструментов при вызове эндпоинта /api/emitent возвращаются следующие из обнаруженных некорректные значения:

RU000A0JXNU8:
{quote}""debtVsEbidta"": 561.86909,
{quote}
RU0009046452:
{quote}""mktcap"": 1182104.65,
{quote}
 

Соответствующая информация находится в news_cache:

select mktcap, debt_vs_ebidta,* from [news_cache].[direct].[emitents] where emitent_id in ( select emitent_id from [news_cache].[direct].[instruments] where isin in ('RU0009046452','RU000A0JXNU8'))",,11.0,Сатурн
ADIRINC-1384,3982858,U_M0A0R,Закрыт,28.11.2023 10:23,,,,,Дефект промсреды,28.11.2023 10:29,2023-11-30 00:00:00.0,"В процедуре [kafka.import_actives_trade_marketboards_u|https://rc.alfa-bank.net/file-upload/toDudHCFf9LXrJGMH/kafka.import_actives_trade_marketboards_u.sql?download] некорректно определяется idfi инструмента, что привело к аварии IM15558072
https://rc.alfa-bank.net/channel/adir-avarii?msg=5eq7n5LqvDA4smYqc
Из-за этого у клиентов возникли некорректные срочные требования",,,
ADIRINC-1381,3969326,U_M1BFA,Закрыт,24.11.2023 12:28,,,,,Дефект промсреды,27.02.2024 10:38,2024-01-15 00:00:00.0,"Клиент: Рыжова Елена Петровна AP7VK4 793503
Платформа: АД 4.0
||Login||ClientVersion||ProtocolVersion||OSVersion||OSType||DeviceModel||IdDevice||
|eprizhova|4.0.3927.1623|9.104|10.0|1 - Windows|Micro-Star International Co., Ltd. MS-7C13|BE8FF1F77619|

У клиента после обновления терминала АД 4.0 перестал отображаться график с инструментами.
Клиент пробовал заново создать график, всё равно не отображается, так же сбрасывал конфигурации

 ",,1.0,Pro terminal
ADIRINC-1380,3965100,U_M214D,NEW,23.11.2023 15:33,,,,,Дефект промсреды,,2024-02-26 00:00:00.0,"iOS 3.5.0, 3.6.0 
 Клиент заходит в приложение -> рынки -> инструмент Сбербанк (ошибка по многим инструментам)
 ОР: в trending-instruments-api передается isin инструмента
 ФР: в trending-instruments-api  не передается isin инструмента 

У меня ошибка воспроизводится

http://adlog1/kibana/goto/9dd41480-b535-11ee-b963-8f2ab4e67d2d

!image-2023-11-23-15-32-18-773.png!",,,Fuji
ADIRINC-1378,3960570,U_M1QX4,Закрыт,22.11.2023 17:08,,,,,Дефект промсреды,27.11.2023 16:05,2024-01-31 00:00:00.0,"Наблюдаются проблемы с 14.11 с сервисом:
|*queue*|*service*|
|adir-core.client-notifications.fact.status.1|com-client-margin-call-complete|

[https://git.moscow.alfaintra.net/projects/COMMON_CORE_DOTNET/repos/com-client-margin-call-complete/browse]

[https://confluence.moscow.alfaintra.net/pages/viewpage.action?pageId=1168385614]

Пример ошибки:
|id|queue_name|error_code|error_text|request_uid|msg|error_date|service_name|
|30457929|adir-core.client-notifications.fact.status.1|The JSON value could not be converted to App.Models.Channel. Path: $.ContentType \| LineNumber: 0 \| BytePositionInLine: 216.|UNHANDLED_ERROR|5DB3F42B-ABE1-49F3-8747-61121BFBB101|{""DtInsert"":""2023-11-22T15:23:04.5004114+03:00"",""MsGuid"":""ff9da817-611c-46cd-ad96-6e68ab6a3292"",""System"":""CorpActMoneyEnricher"",""Event"":""CouponPayment"",""ClientIdType"":""PIN"",""ClientId"":""AIT2F4"",""ContentType"":""IM_PUSH"",""Message"":""\u002B 11.10 RUR. \u041F\u043E\u0441\u0442\u0443\u043F\u043B\u0435\u043D\u0438\u0435 \u043A\u0443\u043F\u043E\u043D\u043E\u0432 \u043F\u043E \u043E\u0431\u043B\u0438\u0433\u0430\u0446\u0438\u044F\u043C \u0415\u0432\u0440\u043E\u0422\u0440\u0430\u043D\u0441 \u043E.\u043A.\u0431. \u0441\u0435\u0440\u0438\u0438 001P-01"",""Status"":200,""cDataId"":""456516310879007019"",""cDataException"":null,""cDataMessage"":null,""stateCode"":null}|22.11.2023 15:23|com-client-margin-call-complete|

Тред:

[https://rc.alfa-bank.net/channel/adir_dotnet_pub?msg=zkTSNxEucy6TwTKHj]

 ",,,
ADIRINC-1375,3954257,U_M177U,Отложен,21.11.2023 14:45,,,,,Дефект промсреды,,2024-01-10 00:00:00.0,"Клиент заходит в ВТ, переходит в Аналитику портфеля - Состав портфеля - Отрасли.
Клиент видит что сумма активов меньше и обнаружил отсутствие бумаги Софтлайн, до этого так же не отображалась бумага ВК.
На скрине где обвел Софтлайн это в разделе Аналитика портфеля - Активы
ALDGH3 1025503",,2.0,Montblanc
ADIRINC-1373,3948762,U_M1DKL,Отложен,20.11.2023 14:52,,,,,Дефект промсреды,,2024-01-29 00:00:00.0,"AJT8Q2 215218
При выставлении уведомлений о цене, при вводе разделителя для ввода копеек, осуществляется два некорректных алгоритма:
1) при нажатии на точку, каретка остается перед точкой
2) при нажатии на запятую, разделитель не проставляется, а каретка перемещается на один символ влево
(см. запись экрана)",,4.0,Matterhorn
ADIRINC-1371,3948209,U_M214D,На исправление,20.11.2023 14:15,,,,,Дефект промсреды,,2024-03-13 00:00:00.0,"AVTG69 4320623
Во вкладке ""Избранные"" возникает ошибка ""Ошибка загрузки. Не удалось получить котировки. Попробуйте позже."" (во вложении скриншоты и логи)
APP_ID: sync-user-settings-api

http://adlog1/kibana/app/discover#/?_g=(filters:!(),refreshInterval:(pause:!t,value:0),time:(from:'2023-11-13T15:23:47.606Z',to:'2023-11-13T15:25:40.814Z'))&_a=(columns:!(message,level,app_id,request_uri),filters:!(('$state':(store:appState),meta:(alias:!n,disabled:!t,index:c86b4360-0ca6-11ec-93ad-93845fce08b0,key:level,negate:!f,params:(query:ERROR),type:phrase),query:(match_phrase:(level:ERROR))),('$state':(store:appState),meta:(alias:!n,disabled:!t,index:c86b4360-0ca6-11ec-93ad-93845fce08b0,key:traceId,negate:!f,params:(query:'6fe84ad416b5263d'),type:phrase),query:(match_phrase:(traceId:'6fe84ad416b5263d'))),('$state':(store:appState),meta:(alias:!n,disabled:!f,index:c86b4360-0ca6-11ec-93ad-93845fce08b0,key:spanId,negate:!f,params:(query:'6fe84ad416b5263d'),type:phrase),query:(match_phrase:(spanId:'6fe84ad416b5263d')))),index:c86b4360-0ca6-11ec-93ad-93845fce08b0,interval:auto,query:(language:kuery,query:''),sort:!(!(syslog_timestamp,desc)))",,22.0,Kilimanjaro
ADIRINC-1369,3943526,,Отклонен,17.11.2023 16:59,,,,,Дефект промсреды,10.01.2024 10:04,2024-02-19 00:00:00.0,"Добрый день, задача по АИ

У сервисов adir-k2db-forts-positions-post-trade , при работе возникают ошибки типа - Ошибка при сохранении в БД Недопустимый идентификатор счета с биржи

Ссылка на сервис - https://confluence.moscow.alfaintra.net/pages/viewpage.action?pageId=1036196961

Ссылка на графану- https://grafana.alfadirect.ru/d/OJGbvT8nk/metriki-dlia-etl-servisov-net?orgId=1&var-datasource=gLBdput7z&var-env=prod&var-service=adir-k2db-forts-positions-post-trade&var-instances=All&var-status=All&var-actions=All&var-perc=50&from=now-15m&to=now

Ссылка на ЕЛК - http://adirelkprod.alfadirect.ru/app/discover#/?_g=(filters:!(),refreshInterval:(pause:!t,value:0),time:(from:now-15m,to:now))&_a=(columns:!(level,message),filters:!((&#39;$state&#39;:(store:appState),meta:(alias:!n,disabled:!f,index:a898b3c0-20d7-11ec-81d9-f956519bb053,key:level,negate:!f,params:(query:Error),type:phrase),query:(match_phrase:(level:Error)))),index:a898b3c0-20d7-11ec-81d9-f956519bb053,interval:auto,query:(language:kuery,query:&#39;_index:%20adir-production-dotnet-k2db-post-trade-hell-forts-positions&#39;),sort:!(!(&#39;@timestamp&#39;,desc)))",,,
ADIRINC-1364,3925756,U_M25TF,На исправление,14.11.2023 12:48,,,,,Дефект промсреды,,2024-02-14 00:00:00.0,"В некоторых вызовах сервиса adir-metrics-api передается пустой operType, что некорректно.
!image-2023-11-14-12-47-38-829.png!",,,CoreMT
ADIRINC-1363,3921318,U_M214D,Закрыт,13.11.2023 16:21,,,,,Дефект промсреды,06.03.2024 15:47,2024-01-22 00:00:00.0,"В приложении отображаются неактивные инструменты в разделе ""Рынки"" - ""Акции""
Пример MAIL@GS. (см. сркиншот 1)

При проваливании в инструмент, возникает ошибка (см. скриншот 2)",,9.0,Fuji
ADIRINC-1361,3912239,U_M0SLM,NEW,10.11.2023 13:26,,,,,Дефект промсреды,,2023-11-21 00:00:00.0,"У клиента А-клуб в отчете тянется неправильная процентная ставка по свопам

Расчет происходит правильный, неправильно тянутся данные в брокерский отчет: вместо 13 тянется 15

Проблема в [https://git.moscow.alfaintra.net/projects/ADIR_SQLDB/repos/ssrs_reports/browse/ssrs_reports/Stored%20Procedures/RB.trades_basic_get.sql#474]

Не происходит корректного матчинга с hell.repo_personal_yield из-за фильтра по curr_code",,,Core
ADIRINC-1360,3903013,U_M1P1L,NEW,08.11.2023 18:20,,,,,Дефект промсреды,,2023-11-20 00:00:00.0,"У клиента при открытии счета из всех терминалов возникает ошибка функциональности.

Проблема возникает при вызове сервиса CMS /rest/account/4201214/confirmation
 * Error: \{""apiVersion"":""2"",""requestId"":""1b3124a3-838d-4ddf-97db-42967013957d"",""requestSource"":""ADIRLK"",""userCode"":""LKUSER01"",""errorDateTime"":""2023-11-07T15:08:52.5102027+03:00"",""serviceName"":""AlfaInvestment.Nontrading.Service"",""errorCode"":""50011"",""errorMessage"":""Для @treaty=4201214 не найден зарезервированный счет"",""severity"":0}
  
 [https://git.moscow.alfaintra.net/projects/ADIR_CORE/repos/adir-client-management-restapi-service/browse]
 [http://adirelkprod.alfadirect.ru/goto/16e1bb538ad4cda79b4de33b49b82a8b]
  

Причина ошибки - матчинг с dbo.managers по ank_no, а у клиента две записи, из-за чего вызов процедуры падает

[https://git.moscow.alfaintra.net/projects/ADIR_SQLDB/repos/hell/browse/Hell/Stored Procedures/client.SetClient.sql|https://git.moscow.alfaintra.net/projects/ADIR_SQLDB/repos/hell/browse/Hell/Stored%20Procedures/client.SetClient.sql]",,,Меркурий 7
ADIRINC-1358,3898931,U_M177U,Закрыт,07.11.2023 18:30,,,,,Дефект промсреды,15.05.2024 15:51,2024-01-17 00:00:00.0,"Клиент 26362 ABKFUJ
 Платформа: МТ 2.26.1 андроид
deviceModel: samsung SM-X700
При попытке перехода в раздел перевод между счетами приложение  *предположительно* крашится и начинает мигать экран.
 Предполагалось что проблема в ЛК, но разработчикам ЛК воспроизвести подобное поведение на доступных устройствах не удалось и по видео проблема явно возникает не в ЛК",,,Montblanc
ADIRINC-1357,3897794,U_M18H1,Закрыт,07.11.2023 16:08,,,,,Дефект промсреды,07.02.2024 15:36,2024-01-16 00:00:00.0,"Платформа: МТ IOS

Версия: 3.5.0

У клиент в разделе Безопасность появляется красная точка на электронной подписи ( 1-2 скрин)

При этом, когда переходишь в разделе ""Электронная подпись"", то написано, что она активна ( 3 скрин)

В ПО Админ сертификат также действителен ( 4 скрин)

После пересоздания сертификата красная точка пропадает, но через некоторе время снова появляется, при этом электронная подпись активная.
После просмотра сертификата, красная точка тоже пропадает.",,6.0,Everest
ADIRINC-1356,3897327,U_M1UN1,Закрыт,07.11.2023 15:36,,,,,Дефект промсреды,15.11.2023 16:22,2023-11-10 00:00:00.0,"При входе в мобильный терминал альфа-инвестиций у клиентов участились случаи, когда у них просто висит белый экран и ничего не происходит. Базовые рекомендации в виде перезахода, переустановки, переподключения с другой сети не помогают

Примеры клиентов:
ANSJ6K
AXMLL4
K62699
AVW0X9
AA5WTG",,54.0,
ADIRINC-1354,3893502,U_M1QX4,Отклонен,06.11.2023 17:05,,,,,Дефект промсреды,21.11.2023 11:42,2024-01-16 00:00:00.0,"Клиент: Дакунин Виктор Владимирович AMOKVL 2333044

Платформа: МТ Андроид
Версия: 2.26.1

Описание Клиент через АМ (версия 12.05.06) выставил заявку на покупку акций ВТБ

В АМ цена за 1 лот = 200,6 руб. 
На бирже цена за 1 лот акций ВТБ на тот момент была 255.5 руб., что отличается от цены указанной в АМ.

Клиент выставил заявку, но она исполнилась по рыночной цене, а не по той, которая указана в АМ 
При этом в приложении АМ на своём устройстве цена указывается корректно

 ",,,Мобильный терминал
ADIRINC-1353,3893733,U_M18JH,Отклонен,06.11.2023 11:38,,,,,Дефект промсреды,06.03.2024 15:20,2023-12-19 00:00:00.0,"Клиент из раздела ещё пытается подключить срочный рынок, но фронт не собирает экран",,2.0,Мобильный терминал
ADIRINC-1352,3891366,U_M1BFA,Закрыт,03.11.2023 14:52,,,,,Дефект промсреды,27.02.2024 10:39,2024-03-05 00:00:00.0,"Некорректное отображение графика в АИ 4.0 Серый Валерий Константинович 138310 AO4D9T
||Login||ClientVersion||ProtocolVersion||OSVersion||OSType||DeviceModel||IdDevice||LoginTime||ClientIP||FE1DisconnectTime||FE2DisconnectTime||FE3DisconnectTime||FE4DisconnectTime||
|vseriy|4.0.3927.1623|9.104|10.0|1 - Windows|LENOVO 81N8|1063C867B6A5|03.11.2023 12:57:00|5.16.37.149| | | | |


У клиента в торговом терминале Альфа-Инвестиции 4.0 некорректно отображаются графики, на которых не отображаются позиции.
Также в графике (новая версия) при виде свечей Heiken Ashi, то цена инструмента отображается неправильно.",,,Pro terminal
ADIRINC-1351,3888896,U_M1QX4,Закрыт,03.11.2023 13:00,,,,,Дефект промсреды,24.10.2024 10:27,2024-02-06 00:00:00.0,"Отсутствие возможности просматривать котировки драг. металлов в Веб-терминале, при выборе чёрный экран",,3.0,Web
ADIRINC-1350,3877210,U_M1QLD,Принят к исправлению,03.11.2023 11:08,График,Инвестиции,,,Дефект промсреды,,2024-02-06 00:00:00.0,"При наведении на детализацю на точке покупки на графике в режиме Lite - цена для облигаций отображается в рублях, а должна в % 

!image-2023-11-03-11-00-56-766.png|width=264,height=595!",,3.0,Мобильный терминал
ADIRINC-1349,3862487,U_M1AYE,Закрыт,02.11.2023 16:23,,,,,Дефект промсреды,29.01.2024 11:43,2023-12-15 00:00:00.0,"У клиента не отображается CH0103326762, бумага добавлена в hell и adfront, но не считается ликвидный рынок, из-за чего в терминале она позиция не отображается

 

declare @idobject int = 829785

SELECT * FROM ADFront.ts.Objects
WHERE IdObject = @idobject
SELECT * FROM ADFront.Liquidity.TradeMarketBoards AS tmb
WHERE 1=1
AND IdObject = @idobject

SELECT * FROM ADFront.[Liquidity].[ExchangesManualPriority]
WHERE 1=1
AND IdObject = @idobject

SELECT * FROM ADFront.[Liquidity].[BoardsManualPriority]
WHERE 1=1
AND IdObject = @idobject",,,Core
ADIRINC-1348,3858530,U_M1DKL,На исправление,01.11.2023 18:49,,,,,Дефект промсреды,,2024-01-12 00:00:00.0,"Клиенту гс 3228090 AXT0R6 начислены подарочные акции

В БД есть по портфелю

На фронте отсутствуют

!image-2023-11-01-18-46-24-227.png!

MongoDB Enterprise invest_set:PRIMARY> db.giftsPortfolio.find(\{ userId: ""AXT0R6""  }).pretty()MongoDB Enterprise invest_set:PRIMARY> db.giftsPortfolio.find(\{ userId: ""AXT0R6""  }).pretty()\{ ""_id"" : ObjectId(""6527af3ba46fa85e42dbc389""), ""userId"" : ""AXT0R6"", ""assetId"" : ""RU000A0DQZE3"", ""ticker"" : ""AFKS"", ""market"" : ""МБ ЦК"", ""logotype"" : ""https://lk.alfadirect.ru/api/logotypes/emitents/download/idobject/283663.png"", ""quantity"" : NumberLong(3), ""costFinInstrument"" : ""17.352000"", ""giftValue"" : ""52.056000"", ""campaignId"" : ""636a5519c9ea2f00fddd2f88"", ""status"" : ""gift"", ""gettingDate"" : ISODate(""2023-10-12T08:32:58.664Z""), ""dateForSale"" : ISODate(""2024-01-20T20:59:59.999Z""), ""genAgreement"" : NumberLong(3228090), ""subAccount"" : ""3228090-000"", ""showGift"" : false, ""buyPeriodEndDate"" : ISODate(""0000-12-31T21:29:43Z""), ""entryDate"" : ISODate(""2023-10-12T08:32:59.136Z""), ""changeDate"" : ISODate(""2023-10-12T08:32:59.136Z""), ""_class"" : ""ru.alfabank.mobile.invest.gifts.repository.entity.GiftsPortfolio""}{ ""_id"" : ObjectId(""6527ae91f7ece4236f54bd37""), ""idObject"" : 385612, ""userId"" : ""AXT0R6"", ""assetId"" : ""RU000A0JR4A1"", ""ticker"" : ""MOEX"", ""market"" : ""МБ ЦК"", ""logotype"" : ""https://lk.alfadirect.ru/api/logotypes/emitents/download/idobject/385610.png"", ""quantity"" : NumberLong(1), ""costFinInstrument"" : ""182.310000"", ""giftValue"" : ""182.310000"", ""campaignId"" : ""6526fd2ff7ece4236f53d9f0"", ""status"" : ""gift"", ""gettingDate"" : ISODate(""2023-10-12T08:30:09.438Z""), ""dateForSale"" : ISODate(""2024-01-20T20:59:59.999Z""), ""genAgreement"" : NumberLong(3228090), ""subAccount"" : ""3228090-000"", ""showGift"" : false, ""buyPeriodEndDate"" : ISODate(""0000-12-31T21:29:43Z""), ""entryDate"" : ISODate(""2023-10-12T08:30:09.929Z""), ""changeDate"" : ISODate(""2023-10-12T08:30:09.929Z""), ""_class"" : ""ru.alfabank.mobile.invest.gifts.repository.entity.GiftsPortfolio""}\{ ""_id"" : ObjectId(""6527aedba46fa85e42db8122""), ""idObject"" : 827155, ""userId"" : ""AXT0R6"", ""assetId"" : ""RU000A105EX7"", ""ticker"" : ""WUSH"", ""market"" : ""МБ ЦК"", ""logotype"" : "" https://lk.alfadirect.ru/api/logotypes/emitents/download/idobject/824243.png"", ""quantity"" : NumberLong(1), ""costFinInstrument"" : ""215.350000"", ""giftValue"" : ""215.350000"", ""campaignId"" : ""6526ff6fa46fa85e42da7f25"", ""status"" : ""gift"", ""gettingDate"" : ISODate(""2023-10-12T08:31:22.704Z""), ""dateForSale"" : ISODate(""2024-01-20T20:59:59.999Z""), ""genAgreement"" : NumberLong(3228090), ""subAccount"" : ""3228090-000"", ""showGift"" : false, ""buyPeriodEndDate"" : ISODate(""0000-12-31T21:29:43Z""), ""entryDate"" : ISODate(""2023-10-12T08:31:23.221Z""), ""changeDate"" : ISODate(""2023-10-12T08:31:23.221Z""), ""_class"" : ""ru.alfabank.mobile.invest.gifts.repository.entity.GiftsPortfolio""}{ ""_id"" : ObjectId(""6527af88a46fa85e42dc0223""), ""idObject"" : 174440, ""userId"" : ""AXT0R6"", ""assetId"" : ""RU0008926258"", ""ticker"" : ""SNGS"", ""market"" : ""МБ ЦК"", ""logotype"" : ""https://lk.alfadirect.ru/api/logotypes/emitents/download/idobject/174439.png"", ""quantity"" : NumberLong(1), ""costFinInstrument"" : ""32.175000"", ""giftValue"" : ""32.175000"", ""campaignId"" : ""6527adaaf7ece4236f54340e"", ""status"" : ""gift"", ""gettingDate"" : ISODate(""2023-10-12T08:34:15.707Z""), ""dateForSale"" : ISODate(""2024-01-20T20:59:59.999Z""), ""genAgreement"" : NumberLong(3228090), ""subAccount"" : ""3228090-000"", ""showGift"" : false, ""buyPeriodEndDate"" : ISODate(""0000-12-31T21:29:43Z""), ""entryDate"" : ISODate(""2023-10-12T08:34:16.241Z""), ""changeDate"" : ISODate(""2023-10-12T08:34:16.241Z""), ""_class"" : ""ru.alfabank.mobile.invest.gifts.repository.entity.GiftsPortfolio""}\{ ""_id"" : ObjectId(""6527ae37c69f14535013f06b""), ""idObject"" : 300087, ""userId"" : ""AXT0R6"", ""assetId"" : ""RU0007252813"", ""ticker"" : ""ALRS"", ""market"" : ""МБ ЦК"", ""logotype"" : ""https://lk.alfadirect.ru/api/logotypes/emitents/download/idobject/283639.png"", ""quantity"" : NumberLong(4), ""costFinInstrument"" : ""76.370000"", ""giftValue"" : ""305.480000"", ""campaignId"" : ""6527ae1bf7ece4236f544f2b"", ""status"" : ""gift"", ""gettingDate"" : ISODate(""2023-10-12T08:28:39.404Z""), ""dateForSale"" : ISODate(""2024-01-20T20:59:59.999Z""), ""genAgreement"" : NumberLong(3228090), ""subAccount"" : ""3228090-000"", ""showGift"" : false, ""buyPeriodEndDate"" : ISODate(""0000-12-31T21:29:43Z""), ""entryDate"" : ISODate(""2023-10-12T08:28:39.837Z""), ""changeDate"" : ISODate(""2023-10-12T08:28:39.837Z""), ""_class"" : ""ru.alfabank.mobile.invest.gifts.repository.entity.GiftsPortfolio""}",,84.0,Matterhorn
ADIRINC-1347,3857655,U_M1CWM,Отклонен,01.11.2023 16:45,,,,,Дефект промсреды,22.02.2024 13:13,2023-12-14 00:00:00.0,"В поиске ВТ отсутствует фьюс BR-11.23

Хотя информация по ним приходит

https://rc.alfa-bank.net/channel/team-invest-web-terminal?msg=wodz4JqhYux3GwrJt",,2.0,Web
ADIRINC-1344,3846189,U_M177U,Отклонен,30.10.2023 17:52,,,,,Дефект промсреды,28.02.2024 14:59,2024-02-20 00:00:00.0,У клиента в избранном добавлены 4 инструмента (на скриншоте) с разной доходностью. Информация в лидерах изменений избранных указана не по тем бумагам,,6.0,Montblanc
